CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13148,14,12,3707.12,0,Low Value
13149,29,4,1676.06,0,Low Value
13151,310,1,1257.8700000000001,0,Low Value
13153,20,1,486.22,0,Low Value
13155,18,4,971.76,0,Low Value
13157,64,4,1741.22,0,Low Value
13158,109,4,1201.06,0,Low Value
13159,23,4,1437.85,0,Low Value
13160,402,1,91.8,0,Low Value
13161,694,1,112.75,3,Inactive
13162,137,4,1688.29,0,Low Value
13165,1,2,1021.48,0,Low Value
13166,298,1,417.2,0,Low Value
13167,33,4,791.33,0,Low Value
13168,51,4,1319.19,0,Low Value
13169,267,2,712.88,0,Low Value
13170,41,1,116.00999999999999,0,Low Value
13171,36,3,468.41,0,Low Value
13173,17,2,353.65000000000003,0,Low Value
13174,18,3,2817.03,0,Low Value
13176,61,1,492.84,0,Low Value
13177,79,1,282.45,0,Low Value
13178,10,11,5725.47,0,Low Value
13182,60,1,121.18,0,Low Value
13183,22,9,3957.78,0,Low Value
13184,29,10,1701.29,0,Low Value
13185,282,1,71.4,0,Low Value
13186,54,3,1575.89,0,Low Value
13187,351,1,236.02,0,Low Value
13188,26,1,114.6,0,Low Value
13189,33,2,260.68,0,Low Value
13192,110,2,911.94,0,Low Value
13193,76,1,117.88,0,Low Value
13194,150,1,60.7,0,Low Value
13196,26,4,1797.78,0,Low Value
13198,11,6,3401.2400000000002,0,Low Value
13199,8,38,9817.12,2,Mid Value
13200,36,4,870.09,0,Low Value
13203,24,4,869.46,0,Low Value
13207,30,2,250.26000000000002,0,Low Value
13208,73,6,1223.9,0,Low Value
13209,11,8,5891.61,0,Low Value
13210,108,1,353.48,0,Low Value
13211,109,3,1197.42,0,Low Value
13212,34,3,788.08,0,Low Value
13213,71,5,1520.58,0,Low Value
13216,282,1,333.74,0,Low Value
13217,171,3,533.98,0,Low Value
13218,141,1,62.64,0,Low Value
13220,93,4,819.2900000000001,0,Low Value
13221,9,2,847.41,0,Low Value
13223,215,2,163.2,0,Low Value
13224,75,2,2155.95,0,Low Value
13225,11,7,6463.84,0,Low Value
13226,288,1,108.21000000000001,0,Low Value
13227,216,1,257.7,0,Low Value
13228,96,1,358.0,0,Low Value
13229,240,1,160.95,0,Low Value
13230,14,14,2806.97,2,Mid Value
13232,27,7,1357.6,0,Low Value
13233,89,2,605.12,0,Low Value
13235,226,1,1031.07,0,Low Value
13236,39,2,744.85,0,Low Value
13238,10,4,700.73,0,Low Value
13239,276,1,329.56,0,Low Value
13240,15,4,663.65,0,Low Value
13242,127,3,270.40000000000003,0,Low Value
13243,218,1,600.07,0,Low Value
13244,107,1,121.74000000000001,0,Low Value
13245,65,1,430.5,0,Low Value
13246,32,6,1987.3,0,Low Value
13247,66,4,501.12,0,Low Value
13248,139,2,465.68,0,Low Value
13249,107,3,711.41,0,Low Value
13253,171,2,1030.4,0,Low Value
13255,23,2,399.51,0,Low Value
13258,26,3,698.5799999999999,0,Low Value
13259,76,1,292.32,0,Low Value
13260,76,1,557.62,0,Low Value
13261,666,2,944.1,3,Inactive
13262,278,1,200.29,0,Low Value
13263,16,35,7454.07,2,Mid Value
13265,68,5,2107.66,0,Low Value
13266,26,12,3834.2599999999998,0,Low Value
13267,10,19,4521.49,2,Mid Value
13268,32,11,3214.69,0,Low Value
13269,11,15,5346.2300000000005,2,Mid Value
13270,1112,1,590.0,3,Inactive
13271,52,1,217.38,0,Low Value
13272,46,2,276.56,0,Low Value
13273,128,1,138.98,0,Low Value
13276,78,2,590.9300000000001,0,Low Value
13277,30,4,258.4,0,Low Value
13278,55,1,542.73,0,Low Value
13279,92,1,137.75,0,Low Value
13280,330,3,814.86,0,Low Value
13282,33,3,1132.14,0,Low Value
13283,74,2,93.66,0,Low Value
13284,345,1,201.19,0,Low Value
13285,38,4,2709.12,0,Low Value
13291,170,1,361.11,0,Low Value
13292,53,2,578.94,0,Low Value
13294,204,2,873.74,0,Low Value
13295,9,1,201.20000000000002,0,Low Value
13296,152,1,87.4,0,Low Value
13297,22,4,2089.85,0,Low Value
13298,16,1,360.0,0,Low Value
13299,648,1,142.5,3,Inactive
13300,184,1,371.89,0,Low Value
13301,118,4,618.09,0,Low Value
13302,169,1,63.75,0,Low Value
13304,1,1,300.42,0,Low Value
13305,19,10,2000.86,0,Low Value
13307,865,1,15.0,3,Inactive
13308,37,3,1385.51,0,Low Value
13309,21,5,1456.79,0,Low Value
13310,42,3,1132.03,0,Low Value
13311,19,2,598.57,0,Low Value
13313,36,5,1555.3200000000002,0,Low Value
13314,16,3,775.94,0,Low Value
13316,52,4,5977.73,0,Low Value
13317,8,6,2273.68,0,Low Value
13318,15,3,640.76,0,Low Value
